year,region_name,state_name,municipio_cod,latitude,longitude,yield_kg_ha,production_1000t,area_planted_1000ha
2020,Guajeru - BA,BA,2911659,-14.5467,-41.9381,0.0,0.0,0.0
2020,Guanambi - BA,BA,2911709,-14.2231,-42.7799,0.0,0.0,0.0
2020,Guaratinga - BA,BA,2911808,-16.5833,-39.7847,2276.0,3.3,1.45
2020,Heliópolis - BA,BA,2911857,-10.6825,-38.2907,0.0,0.0,0.0
2020,Iaçu - BA,BA,2911907,-12.7666,-40.2056,0.0,0.0,0.0
2020,Ibiassucê - BA,BA,2912004,-14.2711,-42.257,0.0,0.0,0.0
2020,Ibicaraí - BA,BA,2912103,-14.8579,-39.5914,933.0,0.014,0.015
2020,Ibicoara - BA,BA,2912202,-13.4059,-41.284,1150.0,6.146,5.345
2020,Ibicuí - BA,BA,2912301,-14.845,-39.9879,1400.0,0.028,0.02
2020,Ibipeba - BA,BA,2912400,-11.6438,-42.0195,0.0,0.0,0.0
2020,Ibipitanga - BA,BA,2912509,-12.8804,-42.4856,0.0,0.0,0.0
2020,Ibiquera - BA,BA,2912608,-12.6444,-40.9338,0.0,0.0,0.0
2020,Ibirapitanga - BA,BA,2912707,-14.1649,-39.3787,1100.0,0.066,0.06
2020,Ibirapuã - BA,BA,2912806,-17.6832,-40.1129,2396.0,0.575,0.24
2020,Ibirataia - BA,BA,2912905,-14.0643,-39.6459,1000.0,0.005,0.005
2020,Ibitiara - BA,BA,2913002,-12.6502,-42.2179,500.0,0.002,0.004
2020,Ibititá - BA,BA,2913101,-11.5414,-41.9748,0.0,0.0,0.0
2020,Ibotirama - BA,BA,2913200,-12.1779,-43.2167,0.0,0.0,0.0
2020,Ichu - BA,BA,2913309,-11.7431,-39.1905,0.0,0.0,0.0
2020,Igaporã - BA,BA,2913408,-13.774,-42.7155,500.0,0.001,0.002
2020,Igrapiúna - BA,BA,2913457,-13.8295,-39.1361,0.0,0.0,0.0
2020,Iguaí - BA,BA,2913507,-14.7528,-40.0894,1200.0,0.12,0.1
2020,Ilhéus - BA,BA,2913606,-14.793,-39.046,2542.0,0.6,0.236
2020,Inhambupe - BA,BA,2913705,-11.781,-38.355,0.0,0.0,0.0
2020,Ipecaetá - BA,BA,2913804,-12.3028,-39.3069,0.0,0.0,0.0
2020,Ipiaú - BA,BA,2913903,-14.1226,-39.7353,1000.0,0.02,0.02
2020,Ipirá - BA,BA,2914000,-12.1561,-39.7359,0.0,0.0,0.0
2020,Ipupiara - BA,BA,2914109,-11.8219,-42.6179,0.0,0.0,0.0
2020,Irajuba - BA,BA,2914208,-13.2563,-40.0848,667.0,0.032,0.048
2020,Iramaia - BA,BA,2914307,-13.2902,-40.9595,773.0,0.17,0.22
2020,Iraquara - BA,BA,2914406,-12.2429,-41.6155,480.0,0.508,1.058
2020,Irará - BA,BA,2914505,-12.0504,-38.7631,0.0,0.0,0.0
2020,Irecê - BA,BA,2914604,-11.3033,-41.8535,0.0,0.0,0.0
2020,Itabela - BA,BA,2914653,-16.5732,-39.5593,3146.0,12.9,4.1
2020,Itaberaba - BA,BA,2914703,-12.5242,-40.3059,0.0,0.0,0.0
2020,Itabuna - BA,BA,2914802,-14.7876,-39.2781,0.0,0.0,0.0
2020,Itacaré - BA,BA,2914901,-14.2784,-38.9959,2286.0,0.08,0.035
2020,Itaeté - BA,BA,2915007,-12.9831,-40.9677,0.0,0.0,0.0
2020,Itagi - BA,BA,2915106,-14.1615,-40.0131,286.0,0.002,0.007
2020,Itagibá - BA,BA,2915205,-14.2782,-39.8449,667.0,0.002,0.003
2020,Itagimirim - BA,BA,2915304,-16.0819,-39.6133,2000.0,0.034,0.017
2020,Itaguaçu da Bahia - BA,BA,2915353,-11.0147,-42.3997,0.0,0.0,0.0
2020,Itaju do Colônia - BA,BA,2915403,-15.1366,-39.7283,0.0,0.0,0.0
2020,Itajuípe - BA,BA,2915502,-14.6788,-39.3698,1969.0,0.128,0.065
2020,Itamaraju - BA,BA,2915601,-17.0378,-39.5386,3486.0,25.1,7.2
2020,Itamari - BA,BA,2915700,-13.7782,-39.683,1111.0,0.02,0.018
2020,Itambé - BA,BA,2915809,-15.2429,-40.63,1320.0,0.33,0.25
2020,Itanagra - BA,BA,2915908,-12.2614,-38.0436,0.0,0.0,0.0
2020,Itanhém - BA,BA,2916005,-17.1642,-40.3321,2769.0,1.8,0.65
2020,Itaparica - BA,BA,2916104,-12.8932,-38.68,0.0,0.0,0.0
2020,Itapebi - BA,BA,2916302,-15.9551,-39.5329,1880.0,0.094,0.05
2020,Itapetinga - BA,BA,2916401,-15.2475,-40.2482,0.0,0.0,0.0
2020,Itapicuru - BA,BA,2916500,-11.3088,-38.2262,0.0,0.0,0.0
2020,Itapitanga - BA,BA,2916609,-14.4139,-39.5657,2000.0,0.028,0.014
2020,Itapé - BA,BA,2916203,-14.8876,-39.4239,1333.0,0.008,0.006
2020,Itaquara - BA,BA,2916708,-13.4459,-39.9378,0.0,0.0,0.0
2020,Itarantim - BA,BA,2916807,-15.6528,-40.065,0.0,0.0,0.0
2020,Itatim - BA,BA,2916856,-12.7099,-39.6952,0.0,0.0,0.0
2020,Itiruçu - BA,BA,2916906,-13.529,-40.1472,762.0,0.24,0.315
2020,Itiúba - BA,BA,2917003,-10.6948,-39.8446,500.0,0.001,0.002
2020,Itororó - BA,BA,2917102,-15.11,-40.0684,0.0,0.0,0.0
2020,Ituaçu - BA,BA,2917201,-13.8107,-41.3003,909.0,2.97,3.267
2020,Ituberá - BA,BA,2917300,-13.7249,-39.1481,0.0,0.0,0.0
2020,Iuiu - BA,BA,2917334,-14.4054,-43.5595,0.0,0.0,0.0
2020,Jaborandi - BA,BA,2917359,-13.6071,-44.4255,0.0,0.0,0.0
2020,Jacaraci - BA,BA,2917409,-14.8541,-42.4329,600.0,0.003,0.005
2020,Jacobina - BA,BA,2917508,-11.1812,-40.5117,0.0,0.0,0.0
2020,Jaguaquara - BA,BA,2917607,-13.5248,-39.964,556.0,0.05,0.09
2020,Jaguarari - BA,BA,2917706,-10.2569,-40.1999,0.0,0.0,0.0
2020,Jaguaripe - BA,BA,2917805,-13.1109,-38.8939,1500.0,0.012,0.008
2020,Jandaíra - BA,BA,2917904,-11.5616,-37.7853,0.0,0.0,0.0
2020,Jequié - BA,BA,2918001,-13.8509,-40.0877,400.0,0.02,0.05
2020,Jeremoabo - BA,BA,2918100,-10.0685,-38.3471,0.0,0.0,0.0
2020,Jiquiriçá - BA,BA,2918209,-13.2621,-39.5737,0.0,0.0,0.0
2020,Jitaúna - BA,BA,2918308,-14.0131,-39.8969,0.0,0.0,0.0
2020,João Dourado - BA,BA,2918357,-11.3486,-41.6548,0.0,0.0,0.0
2020,Juazeiro - BA,BA,2918407,-9.41622,-40.5033,0.0,0.0,0.0
2020,Jucuruçu - BA,BA,2918456,-16.8488,-40.1641,2762.0,2.9,1.05
2020,Jussara - BA,BA,2918506,-11.0431,-41.9702,0.0,0.0,0.0
2020,Jussari - BA,BA,2918555,-15.192,-39.491,1450.0,0.145,0.1
2020,Jussiape - BA,BA,2918605,-13.5155,-41.5882,1158.0,0.11,0.095
2020,Lafaiete Coutinho - BA,BA,2918704,-13.6541,-40.2119,483.0,0.057,0.118
2020,Lagoa Real - BA,BA,2918753,-14.0334,-42.1328,0.0,0.0,0.0
2020,Laje - BA,BA,2918803,-13.1673,-39.4213,0.0,0.0,0.0
2020,Lajedinho - BA,BA,2919009,-12.3529,-40.9048,0.0,0.0,0.0
2020,Lajedo do Tabocal - BA,BA,2919058,-13.4663,-40.2204,500.0,0.1,0.2
2020,Lajedão - BA,BA,2918902,-17.6056,-40.3383,1667.0,0.1,0.06
2020,Lamarão - BA,BA,2919108,-11.773,-38.887,0.0,0.0,0.0
2020,Lapão - BA,BA,2919157,-11.3851,-41.8286,0.0,0.0,0.0
2020,Lauro de Freitas - BA,BA,2919207,-12.8978,-38.321,0.0,0.0,0.0
2020,Lençóis - BA,BA,2919306,-12.5616,-41.3928,300.0,0.258,0.86
2020,Licínio de Almeida - BA,BA,2919405,-14.6842,-42.5095,1455.0,0.032,0.022
2020,Livramento de Nossa Senhora - BA,BA,2919504,-13.6369,-41.8432,0.0,0.0,0.0
2020,Luís Eduardo Magalhães - BA,BA,2919553,-12.0956,-45.7866,2940.0,2.94,1.0
2020,Macajuba - BA,BA,2919603,-12.1326,-40.3571,0.0,0.0,0.0
